"Clothing and footwear, Percentage change, Previous period","Housing, Water, Electricity, Gas and Other Fuels, Percentage change, Previous period","Housing, Water, Electricity, Gas and Other Fuels",Restaurants and hotels,"Clothing and footwear, Percentage change, Previous year","Furnishings, household equipment and routine household maintenance, Percentage change, Previous year","Consumer Price Index, All items, Percentage change, Previous year","Food and non-alcoholic beverages, Percentage change, Previous year",Communication,Education,"Alcoholic Beverages, Tobacco, and Narcotics","Consumer Price Index, All items",Clothing and footwear,"Furnishings, household equipment and routine household maintenance",Food and non-alcoholic beverages,Transport,"Housing, Water, Electricity, Gas and Other Fuels, Percentage change, Previous year","Food and non-alcoholic beverages, Percentage change, Previous period","Consumer Price Index, All items, Percentage change, Previous period",Health,Miscellaneous goods and services,"Alcoholic Beverages, Tobacco, and Narcotics, Percentage change, Previous period","Alcoholic Beverages, Tobacco, and Narcotics, Percentage change, Previous year",Recreation and culture,"Furnishings, household equipment and routine household maintenance, Percentage change, Previous period","Health, Percentage change, Previous period","Health, Percentage change, Previous year","Miscellaneous goods and services, Percentage change, Previous period","Transport, Percentage change, Previous year","Education, Percentage change, Previous year","Recreation and culture, Percentage change, Previous period","Communication, Percentage change, Previous year","Transport, Percentage change, Previous period","Restaurants and hotels, Percentage change, Previous period","Miscellaneous goods and services, Percentage change, Previous year","Communication, Percentage change, Previous period","Restaurants and hotels, Percentage change, Previous year","Recreation and culture, Percentage change, Previous year","Education, Percentage change, Previous period",year,month,Date,Commod. net export price index,BLS_ppi,PPI 1-Month % Change,PPI 3-Month % Change,PPI 6-Month % Change,PPI 12-Month % Change,empl,empl 1-Month Net Change,empl 3-Month Net Change,empl 6-Month Net Change,empl 12-Month Net Change,empl 1-Month % Change,empl 3-Month % Change,empl 6-Month % Change,empl 12-Month % Change,unempl,unempl 1-Month % Change,unempl 3-Month % Change,unempl 6-Month % Change,unempl 12-Month % Change,wage,wage 1-Month % Change,wage 3-Month % Change,wage 6-Month % Change,wage 12-Month % Change,CPI,CPI 1-Month % Change,CPI 3-Month % Change,CPI 6-Month % Change,CPI 12-Month % Change,CPI_core,CPI_core 1-Month % Change,CPI_core 3-Month % Change,CPI_core 6-Month % Change,CPI_core 12-Month % Change,import_comm,import_comm 1-Month % Change,import_comm 3-Month % Change,import_comm 6-Month % Change,import_comm 12-Month % Change
-1.6923647538812,0.151232383036241,99.800488091633,97.1636847915608,,,2.62570864295762,-1.92506271492456,100.102328109972,98.2009445255516,98.4289436406627,99.3724074834159,98.1141587484014,101.429243049947,99.4938203426318,98.4504976513936,,0.420413418033285,0.341747357014849,98.2447557617483,98.942866740037,0.246541868481913,,100.222449748702,0.0872871164216007,0.884000269923763,,0.210207220064823,,,0.107933081489484,,1.41043083900226,1.11936623956406,,0.172690883318862,,,0.0419121242461611,2010,1,2010-01-01,100.09115600000001,101.0,1.1,,,,105428,-2405,-2839,-3628,-4125,-2.2,-2.6,-3.3,-3.8,10.6,9.3,11.6,9.3,24.7,22.51,0.6,1.1,2.3,2.1,216.687,0.3,0.2,0.6,2.6,220.08599999999998,0.0,-0.3,0.3,1.6,125.9,1.2,2.9,5.5,11.4
2.28203690927907,-0.0749665327978592,99.7256711259953,98.181435856099,,,2.14333177814537,-1.46929088191967,100.038487339494,98.323224300534,98.4771437675897,99.3971718209355,100.353160064269,101.227756637175,99.4891737286198,97.7020255526173,,-0.00467025388721295,0.0249207382076537,99.1220584302562,99.3022538157568,0.0489694648181447,,100.21944817788,-0.198647260605837,0.892976588628752,,0.363226867747894,,,-0.00299490865527282,,-0.760252224855777,1.0474603415067,,-0.0637755102040906,,,0.124519958105437,2010,2,2010-02-01,100.16666409999999,100.9,-0.1,0.9,,,105474,46,-2739,-3392,-3447,0.0,-2.5,-3.1,-3.2,10.4,-1.9,10.6,8.3,16.9,22.57,0.3,0.6,1.9,1.6,216.74099999999999,0.0,0.2,0.4,2.1,220.602,0.2,0.1,0.5,1.3,125.8,-0.1,1.4,3.9,11.3
2.10254518627811,0.0493006805637384,99.7748365605572,99.5429933236371,,,2.31395944694396,-0.64486075485626,100.060432604346,98.5106437687312,98.4985660462239,99.8053247911655,102.463130600478,101.076396112459,99.8700332289899,99.3002336223573,,0.38281502006338,0.410628353657122,99.4856845050934,99.5676977653006,0.0217535539868934,,100.258468598567,-0.14952472498129,0.366846775173757,,0.267309088509001,,,0.0389349785857604,,1.63579829660673,1.38677689490481,,0.0219368219527831,,,0.190615665353267,2010,3,2010-03-01,100.0564804,101.2,0.3,1.3,,,106160,686,-1673,-2122,-2538,0.7,-1.6,-2.0,-2.3,10.2,-1.9,5.2,7.4,13.3,22.48,-0.4,0.4,1.3,1.2,217.63099999999997,0.4,0.8,0.8,2.3,221.05900000000003,0.2,0.5,0.4,1.1,126.3,0.4,1.5,4.1,11.2
-0.116639141205613,-0.071772128847033,99.7032260363041,99.9709113848634,,,2.23644719564809,-0.0398479696807841,100.113300742398,98.7026344434699,98.4621481725458,99.9786751538026,102.343618484893,100.415913822787,99.949264511841,100.477976483667,,0.0793343911976943,0.173688491069735,99.68721220922,99.8593584012191,-0.0369729988364347,,100.458573320037,-0.653448594404827,0.202569550713932,,0.292926965737424,,,0.199588846975235,,1.18604238715972,0.429882653654004,,0.052836207755962,,,0.194893330703827,2010,4,2010-04-01,99.94091034,101.6,0.4,0.6,,,107204,1044,1776,-1063,-1544,1.0,1.7,-1.0,-1.4,9.5,-6.9,-10.4,0.0,10.5,22.53,0.2,0.1,1.2,1.8,218.00900000000001,0.2,0.6,0.8,2.2,221.166,0.0,0.5,0.2,0.9,127.7,1.1,1.4,4.4,11.2
-0.758523050213404,0.0600317310578429,99.7630796088142,100.486095291499,,,2.02098608409397,0.303640239974832,100.110308206282,98.7483465088839,99.2119279247435,100.056178358262,101.567318548263,100.358907910881,99.9474188941259,100.971087513449,,-0.00184655457356797,0.0775197354237702,99.7605945797444,99.8254951813185,0.761490345390253,,100.319500538615,-0.0567697984672372,0.0736126218179187,,-0.0339109127504918,,,-0.138437941955668,,0.490765287119581,0.515333810104744,,-0.00298914938773386,,,0.046312913198037,2010,5,2010-05-01,100.18907929999999,101.8,0.2,0.9,1.8,,107915,711,2441,-298,-1175,0.7,2.3,-0.3,-1.1,9.3,-2.1,-10.6,-1.1,2.2,22.6,0.3,0.1,0.7,2.5,218.178,0.1,0.7,0.9,2.0,221.19299999999998,0.0,0.3,0.4,0.9,126.7,-0.8,0.7,2.1,8.5
-2.05346078952025,0.392114848939371,100.15426545772,101.87078346505,,,1.05334897284566,0.243307968041623,100.045469923765,98.9106243411034,99.8021117011164,99.9584968047126,99.481673486907,100.037512510996,99.8357481657884,99.6106294044969,,-0.111729476932045,-0.0976267084673931,99.922692950455,99.8058326665374,0.594871794871801,,100.342512581584,-0.320246011615039,0.162487374291852,,-0.0196968867976244,,,0.0229387535280829,,-1.34737392896851,1.37798982987006,,-0.0647668393782322,,,0.164334733650425,2010,6,2010-06-01,100.203331,101.6,-0.2,0.4,1.7,,108694,779,2534,861,-676,0.7,2.4,0.8,-0.6,9.6,3.2,-5.9,-1.0,-1.0,22.34,-1.2,-0.6,-0.2,1.8,217.965,-0.1,0.2,0.9,1.1,221.265,0.0,0.1,0.6,0.9,125.2,-1.2,-0.9,0.6,4.3
-2.57705106260832,0.139798945638465,100.294280064841,102.465873447001,,,1.23519277830147,0.655924414667549,100.124273374824,99.4077430524803,101.001759304633,99.9795923514885,96.9179799632121,99.7239799955116,99.8241642004826,99.8076536775571,,-0.0116030234847435,0.0211043057371632,99.8920256911314,100.00355017628,1.20202627285996,,100.210443465414,-0.313414945668199,-0.0306909856190799,,0.198102159422987,,,-0.131618306909962,,0.197794426396153,0.584161583635185,,0.0787676354753422,,,0.502593846402694,2010,7,2010-07-01,100.22064209999999,101.7,0.1,0.1,0.7,,108767,73,1563,3339,-289,0.1,1.5,3.2,-0.3,9.7,1.0,2.1,-8.5,0.0,22.41,0.3,-0.5,-0.4,1.9,218.011,0.0,0.0,0.6,1.2,221.25799999999998,0.0,0.0,0.5,0.9,125.2,0.0,-2.0,-0.6,4.9
0.36339033359887,0.0213135543548964,100.315656340738,101.881297422328,,,1.14810456183921,0.744730724850279,100.122278350747,101.159657959471,101.163497508321,100.117630603218,97.2701705339177,99.5293736065904,99.7824640966965,100.060813358026,,-0.0417735566534696,0.138066427840804,100.086981839689,100.201267686022,0.160134045982868,,100.052360735452,-0.195145028236885,0.195166878645682,,0.197710490671546,,,-0.157750753808987,,0.253647562226351,-0.570508018921155,,-0.00199254787096066,,,1.76235256248132,2010,8,2010-08-01,100.2082825,101.9,0.2,0.1,1.0,,108919,152,1004,3445,53,0.1,0.9,3.3,0.0,9.5,-2.1,2.2,-8.7,-1.0,22.54,0.6,-0.3,-0.1,1.7,218.312,0.1,0.1,0.7,1.1,221.551,0.1,0.2,0.4,0.9,125.7,0.4,-0.8,-0.1,3.8
3.28041752745459,-0.083105149322909,100.232288864742,101.221020905252,,,1.14368265815928,1.34413259143636,100.102328109972,102.10589771354,101.278106699014,100.175872656273,100.461038257097,99.2472926287097,100.15545258034,99.3684766666575,,0.373801636410336,0.0581736230715623,100.684993396499,100.235130905923,0.113291052124469,,99.7451999879937,-0.283414802745273,0.597491847409766,,0.0337952010814635,,,-0.307000000000007,,-0.691915914066013,-0.648084127098771,,-0.0199258757422337,,,0.935392401631269,2010,9,2010-09-01,100.23928070000001,102.0,0.1,0.4,0.8,,108551,-368,-143,2391,269,-0.3,-0.1,2.3,0.2,9.2,-3.2,-4.2,-9.8,-3.2,22.6,0.3,1.2,0.5,1.8,218.43900000000002,0.1,0.2,0.4,1.1,221.907,0.2,0.3,0.4,0.8,125.7,0.0,0.4,-0.5,3.6
1.01487571983537,-0.231395088452622,100.000356271265,100.436679692292,,,1.17218760552696,1.43437879204487,99.9457187198928,101.931049063331,101.248115508926,100.300611541557,101.480592942263,99.2649841186116,100.32595508749,100.345893172118,,0.170237867991027,0.124519888847685,100.888711619149,100.551915866284,-0.0296127080821548,,99.6301397731479,0.0178256649963298,0.202332260029593,,0.316041848299916,,,-0.115354137201194,,0.983628347991748,-0.774879768990277,,-0.156449298469406,,,-0.171242459176007,2010,10,2010-10-01,100.1210709,102.5,0.5,0.8,0.9,,108967,416,200,1763,700,0.4,0.2,1.6,0.6,9.0,-2.2,-7.2,-5.3,-5.3,22.69,0.4,1.2,0.7,1.9,218.71099999999998,0.1,0.3,0.3,1.2,222.079,0.1,0.4,0.4,0.6,127.1,1.1,1.5,-0.5,3.9
-0.54611207803983,0.0106880998696074,100.011044409213,98.4926489915362,,,1.14316091157026,1.74428181191659,99.8559426364077,101.971047120568,101.01889712754,100.342802635109,100.926395167339,98.9239315077245,100.590508102085,101.071250691374,,0.263693492241979,0.0420646423819349,101.048619471337,100.98121410567,-0.226392738505815,,99.5210826999463,-0.343577963483688,0.15849925092821,,0.426941879413351,,,-0.109461929341849,,0.722857205537165,-1.93557842285428,,-0.0898248415589438,,,0.039240307644019,2010,11,2010-11-01,100.0778427,102.6,0.1,0.7,0.8,2.6,109163,196,244,1248,950,0.2,0.2,1.2,0.9,9.3,3.3,-2.1,0.0,-1.1,22.69,0.0,0.7,0.4,1.1,218.803,0.0,0.2,0.3,1.1,222.077,0.0,0.2,0.4,0.8,129.2,1.7,2.8,2.0,4.1
-2.28446875622204,0.213739152738,100.224807168178,98.2865754288818,-1.18476129921051,-2.54199480156729,1.49572352731433,1.67415861706153,99.3791318818979,102.028187202336,101.408782598683,100.51523580006,98.6207632029599,98.7647080986071,100.735997060908,102.833462206287,0.5770427097411,0.144634878148829,0.171844078920341,101.175669545677,100.723416689652,0.385953007040457,3.28140681590084,99.0198203726617,-0.160955399457524,0.125731628007797,3.89365004386262,-0.255292450483016,5.9251700680272,3.9409039048129,-0.503674511656879,-0.551013685502969,1.74353389599781,-0.209227353273967,2.01356389746311,-0.477498626442255,2.28797146327319,-1.09332214027302,0.0560355938091739,2010,12,2010-12-01,99.95381927,102.7,0.1,0.7,1.1,2.8,109017,-146,466,323,1184,-0.1,0.4,0.3,1.1,9.1,-2.2,-1.1,-5.2,-6.2,22.76,0.3,0.7,1.9,1.7,219.179,0.2,0.3,0.6,1.5,221.795,-0.1,-0.1,0.2,0.8,131.0,1.4,4.2,4.6,5.3
-0.900833270775471,0.227146696241945,100.452464506475,99.1382059684231,-0.389142807864787,-2.28686602453535,1.63184685744877,2.10162516105828,99.270403069677,102.297888388278,101.647641005455,100.994012992105,97.732354556135,99.1096921516947,101.584807504651,104.470194575228,0.653279785809912,0.842608867244792,0.476323005397414,101.714537102364,100.923318923259,0.235540158012592,3.27007203952379,99.2319313774208,0.349298914287418,0.532605871654961,3.53177257525081,0.19846649386709,6.11444032020034,4.17200046549518,0.21421065394876,-0.831074617346954,1.59163402050821,0.866476968828216,2.00161188822771,-0.10940809218384,2.03215962949336,-0.98831985624437,0.264339878358865,2011,1,2011-01-01,99.91513824,103.4,0.7,0.9,1.7,2.4,106633,-2384,-2334,-2134,1205,-2.2,-2.1,-2.0,1.1,9.8,7.7,8.9,1.0,-7.5,23.16,1.8,2.1,3.3,2.9,220.22299999999998,0.5,0.7,1.0,1.6,222.17700000000002,0.2,0.0,0.4,1.0,133.0,1.5,4.6,6.2,5.6
1.83211228586579,0.201095919561638,100.654470313697,100.17593355179,-0.827317278811207,-1.96906585884475,2.10758462865816,2.79610683421,99.2873607743353,102.366456486399,102.003250830783,101.492051335554,99.5229210312239,99.2345154415583,102.270997314545,105.826249907129,0.931354161084628,0.675484678023942,0.49313650254514,102.583077696779,101.2259031785,0.349845625349062,3.58063498624089,99.6961743312334,0.125944584382875,0.85390015936599,3.49167412514779,0.299815997402298,8.31530800775089,4.11218429280426,0.467836257309948,-0.750837587747297,1.29803082823218,1.04674839859161,1.93716586363935,0.0170823368636807,2.03144074875243,-0.522128046162901,0.0670278724236164,2011,2,2011-02-01,99.82552338,104.2,0.8,1.6,2.3,3.3,107070,437,-2093,-1849,1596,0.4,-1.9,-1.7,1.5,9.5,-3.1,2.2,0.0,-8.7,22.99,-0.7,1.3,2.0,1.9,221.30900000000003,0.5,1.1,1.4,2.1,223.011,0.4,0.4,0.7,1.1,135.3,1.7,4.7,7.6,7.6
2.07332624867163,0.144413532397464,100.799828989793,101.77405505809,-0.855697770437652,-1.78239772848823,2.68160326424085,3.54581680669399,99.3053159910324,102.389312519106,101.98289966608,102.481707638652,101.586355876409,99.2748127241127,103.411241652074,110.898249070601,1.02730554573599,1.11492443358362,0.97510720305094,102.803224808352,101.247750417146,-0.0199514863857422,3.53744603573331,99.8632617736615,0.0406081315307164,0.21460373047479,3.33469113648122,0.0215826561775066,11.6797463864503,3.93730931195694,0.167596644052822,-0.754660552287913,4.79276093400592,1.59531481228813,1.68734709102679,0.0180840910232692,2.24130464632381,-0.394187972776079,0.0223276583868129,2011,3,2011-03-01,99.61347198,105.2,1.0,2.4,3.1,4.0,107886,816,-1131,-665,1726,0.8,-1.0,-0.6,1.6,9.2,-3.2,1.1,0.0,-9.8,22.9,-0.4,0.6,1.3,1.9,223.467,1.0,2.0,2.3,2.7,223.69,0.3,0.9,0.8,1.2,139.3,3.0,6.3,10.8,10.3
0.474747790236435,0.0721026402290185,100.872508327841,101.973820246377,-0.26868663904017,-1.02479274129613,3.16363085927647,3.88324995777364,99.2195299557022,102.430453377979,101.759036854353,103.141631373664,102.068634856114,99.3868588268249,103.830544283792,114.596581793967,1.17276274602288,0.405471034888665,0.64394295354571,103.106611623804,101.635538903105,-0.219510145779931,3.34838183301605,99.9433036622499,0.112864582302051,0.295114103684139,3.43012843754465,0.383009483530589,14.0514427184891,3.77681807129872,0.0801514863091175,-0.892759283799819,3.33488829116751,0.1962830194527,1.77868206878446,-0.086386146072948,2.00349164948889,-0.512917554727814,0.040180813661474,2011,4,2011-04-01,99.48258972,105.9,0.7,2.4,3.3,4.2,109081,1195,2448,114,1877,1.1,2.3,0.1,1.8,8.7,-5.4,-11.2,-3.3,-8.4,22.96,0.3,-0.9,1.2,1.9,224.90599999999998,0.6,2.1,2.8,3.2,224.118,0.2,0.9,0.9,1.3,142.9,2.6,7.4,12.4,11.9
-0.0642440444734598,0.24582000042385,101.12047312824,103.046243888762,0.429019191319652,-0.736467892154456,3.56864578463456,4.44006814998428,99.1028210471715,102.600730821646,101.53196070083,103.626828949511,102.003061836944,99.6197967772003,104.385152407175,116.716518944324,1.36061709877867,0.534147371766986,0.470418752723343,103.236947475929,101.668309761073,-0.223150847867975,2.33846153846154,100.076373302028,0.234375000000002,0.126408820998724,3.48469544596195,0.032243502934175,15.5940000436044,3.90121399391265,0.133145128189733,-1.00637704264649,1.84991307521635,1.05166565280597,1.84603600153199,-0.117626951652321,2.54776403624417,-0.24235291770971,0.166237127779448,2011,5,2011-05-01,99.62517548,106.1,0.2,1.8,3.4,4.2,109857,776,2787,694,1942,0.7,2.6,0.6,1.8,8.7,0.0,-8.4,-6.5,-6.5,23.05,0.4,0.3,1.6,2.0,225.96400000000003,0.5,2.1,3.3,3.6,224.53400000000002,0.2,0.7,1.1,1.5,143.1,0.1,5.8,10.8,12.9
-1.11358805536834,0.458725293309371,101.584338315193,105.009199712618,1.39271323928088,-0.387101845119953,3.55882825224233,4.81770149433241,99.1576842093013,102.673870126308,101.750467942899,103.515848029515,100.867167924217,99.6502654542536,104.64553649705,114.496418616042,1.42787014705568,0.249445523496017,-0.10709670566992,103.269805253776,101.798300831014,0.215210304775779,1.95221945565382,99.8912764346675,0.0305849620647833,0.0318275371851773,3.34970185899684,0.127858002406733,14.9439766624677,3.80469318667606,-0.184955610653457,-0.887382222443795,-1.90213034826808,1.90492709853176,1.99634441319077,0.0553598389532137,3.08078149673342,-0.449695881942379,0.0712853642236747,2011,6,2011-06-01,99.67887878,106.0,-0.1,0.8,3.2,4.3,110777,920,2891,1760,2083,0.8,2.7,1.6,1.9,9.3,6.9,1.1,2.2,-3.1,22.81,-1.0,-0.4,0.2,2.1,225.722,-0.1,1.0,3.0,3.6,224.891,0.2,0.5,1.4,1.6,142.2,-0.6,2.1,8.5,13.6
-1.82025982741085,0.29354825133622,101.882537363949,106.534774913698,2.18034200159325,-0.0985580950691227,3.62871598222107,5.44300416365228,98.9930947229119,103.370979123871,101.946481792402,103.607567798106,99.0311233874458,99.6256939405009,105.257597614246,114.088061044504,1.58359708856849,0.584889845935887,0.0886045666793626,103.46257088381,101.808132088405,0.192641717985138,0.935352506999217,99.7812188378585,-0.0246577504241129,0.186662141523858,3.57440463137583,0.00965758495991193,14.3079281405428,3.9868484583726,-0.110177385590804,-1.1297746428358,-0.356655322912472,1.45280147382755,1.80451784856032,-0.165987626376953,3.97098207414554,-0.428323249266173,0.678954632474055,2011,7,2011-07-01,99.63622284,106.3,0.3,0.4,2.8,4.5,110830,53,1749,4197,2063,0.0,1.6,3.9,1.9,9.3,0.0,6.9,-5.1,-4.1,22.94,0.6,-0.1,-0.9,2.4,225.922,0.1,0.5,2.6,3.6,225.16400000000002,0.1,0.5,1.3,1.8,142.4,0.1,-0.3,7.1,13.7
